,workclass,education,marital-status,occupation,relationship,race,gender,net-income
6329,State-gov,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,<=50
6330,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,<=50
6331,Private,10th,Never-married,Other-service,Not-in-family,White,Male,<=50
6332,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6333,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,<=50
6334,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6335,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6336,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50
6337,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,<=50
6338,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6339,Private,Assoc-voc,Divorced,Prof-specialty,Own-child,Black,Male,<=50
6340,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
6341,Private,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,>50
6342,Private,12th,Never-married,Other-service,Own-child,White,Male,<=50
6343,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6344,Private,11th,Never-married,Other-service,Own-child,White,Female,<=50
6345,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6346,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50
6347,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
6348,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
6349,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50
6350,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,<=50
6351,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Female,<=50
6352,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6353,Private,Some-college,Never-married,Farming-fishing,Other-relative,White,Female,<=50
6354,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
6355,Self-emp-not-inc,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6356,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,<=50
6357,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
6358,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50
6359,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
6360,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6361,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,<=50
6362,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,<=50
6363,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50
6364,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6365,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,<=50
6366,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
6367,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50
6368,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6369,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,<=50
6370,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,<=50
6371,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6372,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6373,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
6374,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
6375,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,>50
6376,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
6377,Self-emp-not-inc,9th,Never-married,Craft-repair,Not-in-family,White,Male,<=50
6378,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50
6379,Private,9th,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6380,Private,7th-8th,Divorced,Handlers-cleaners,Other-relative,White,Male,<=50
6381,Private,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,<=50
6382,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
6383,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,<=50
6384,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50
6385,Private,Some-college,Never-married,Protective-serv,Own-child,Black,Female,<=50
6386,Self-emp-not-inc,7th-8th,Never-married,Other-service,Unmarried,White,Female,<=50
6387,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6388,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,<=50
6389,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6390,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6391,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,<=50
6392,Private,12th,Never-married,Other-service,Not-in-family,Other,Female,<=50
6393,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6394,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,<=50
6395,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6396,Self-emp-not-inc,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6397,Private,HS-grad,Widowed,Other-service,Not-in-family,Black,Male,<=50
6398,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6399,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
6400,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,<=50
6401,Self-emp-not-inc,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Male,<=50
6402,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,<=50
6403,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
6404,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6405,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
6406,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6407,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6408,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,<=50
6409,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6410,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50
6411,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
6412,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
6413,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6414,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6415,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50
6416,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6417,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,<=50
6418,Federal-gov,10th,Divorced,Craft-repair,Unmarried,White,Male,<=50
6419,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6420,Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50
6421,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50
6422,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50
6423,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,<=50
6424,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,<=50
6425,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50
6426,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,>50
6427,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,<=50
6428,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,<=50
6429,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50
6430,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6431,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6432,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6433,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6434,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6435,State-gov,10th,Never-married,Craft-repair,Unmarried,White,Male,<=50
6436,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
6437,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6438,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,<=50
6439,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6440,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6441,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
6442,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50
6443,Private,11th,Divorced,Other-service,Not-in-family,Black,Male,<=50
6444,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6445,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6446,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6447,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
6448,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,<=50
6449,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6450,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,<=50
6451,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,<=50
6452,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6453,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6454,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
6455,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,<=50
6456,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
6457,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Female,<=50
6458,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50
6459,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<=50
6460,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50
6461,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
6462,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
6463,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
6464,Private,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
6465,Private,9th,Never-married,Other-service,Own-child,Black,Male,<=50
6466,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
6467,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,<=50
6468,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50
6469,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6470,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
6471,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
6472,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6473,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,<=50
6474,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6475,Private,Prof-school,Divorced,Farming-fishing,Unmarried,White,Male,<=50
6476,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
6477,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
6478,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
6479,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,<=50
6480,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6481,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50
6482,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,<=50
6483,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,<=50
6484,Private,12th,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,<=50
6485,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Black,Female,<=50
6486,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,<=50
6487,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6488,Private,Some-college,Divorced,Tech-support,Unmarried,Black,Female,<=50
6489,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,<=50
6490,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,<=50
6491,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
6492,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6493,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6494,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6495,State-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6496,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6497,Private,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,<=50
6498,Private,11th,Separated,Tech-support,Unmarried,White,Female,<=50
6499,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
6500,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
6501,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6502,Private,11th,Never-married,Sales,Own-child,White,Male,<=50
6503,Private,Some-college,Separated,Sales,Unmarried,White,Female,<=50
6504,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,<=50
6505,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,<=50
6506,Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50
6507,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
6508,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
6509,Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,<=50
6510,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6511,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,<=50
6512,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6513,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
6514,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Male,>50
6515,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6516,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6517,Private,9th,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6518,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,<=50
6519,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
6520,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,<=50
6521,Self-emp-not-inc,HS-grad,Never-married,Tech-support,Own-child,White,Male,<=50
6522,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6523,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6524,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6525,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6526,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6527,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6528,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50
6529,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50
6530,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6531,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6532,Private,11th,Never-married,Other-service,Own-child,White,Female,<=50
6533,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6534,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
6535,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
6536,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,<=50
6537,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
6538,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50
6539,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6540,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50
6541,Private,Bachelors,Never-married,Other-service,Other-relative,White,Female,<=50
6542,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50
6543,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
6544,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6545,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
6546,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,Black,Female,<=50
6547,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,<=50
6548,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6549,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,<=50
6550,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
6551,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50
